,interest,vacancy,cpi,price,value,adj_price,adj_value,next_quarter,change,interest_year,vacancy_year,adj_price_year,adj_value_year
2010-12-25,4.81,9.4,220.472,150000.0,167812.3679407956,68035.850357415,76115.04768895624,64067.501770935145,0,1.021732026143791,0.9153558052434456,0.9425088822879298,0.9653493728571578
2011-01-01,4.86,9.4,220.472,150000.0,166916.24678940888,68035.850357415,75708.59192523715,67250.7016489872,0,1.0331548178733496,0.9175896376947626,0.9431014498163132,0.9611371059516665
2011-01-08,4.77,9.7,221.187,146000.0,166916.24678940888,66007.49591974213,75463.85944445599,63812.79201045994,0,1.0155584670815592,0.9486552567237162,0.9162810216503134,0.9590221495326229
2011-01-15,4.71,9.7,221.187,150000.0,166916.24678940888,67815.92046548848,75463.85944445599,64928.400262391064,0,1.0043467563356023,0.950263752825923,0.9420793974306201,0.9600040463524537
2011-01-22,4.74,9.7,221.187,143000.0,166916.24678940888,64651.17751043234,75463.85944445599,65151.52191277729,1,1.0120719389012074,0.9518777127759955,0.899927624993214,0.9609879558671837
2011-01-29,4.8,9.7,221.187,145000.0,166916.24678940888,65555.38978330552,75463.85944445599,67382.73841663953,1,1.025683172385453,0.9534971644612475,0.9133487041143845,0.9619738842716031
2011-02-05,4.81,9.7,221.898,145000.0,166086.129384328,65345.338849381245,74847.96139862819,66679.7149542272,1,1.0285385311292046,0.9551221359590988,0.9118692677283923,0.9552470025929604
2011-02-12,5.05,9.7,221.898,137894.0,166086.129384328,62142.96658825226,74847.96139862819,66056.95577520173,1,1.0796809472905189,0.9567526555386948,0.8687882436679353,0.9563841778983544
2011-02-19,5.0,9.7,221.898,144900.0,166086.129384328,65300.27309845065,74847.96139862819,67613.8537227654,1,1.0688591983556013,0.9583887516625498,0.913563606035906,0.9575240639350252
2011-02-26,4.95,9.7,221.898,145000.0,166086.129384328,65345.338849381245,74847.96139862819,68948.33767781999,1,1.0580836108028118,0.9600304529881996,0.9151024907472357,0.9586666704070604
2011-03-05,4.87,9.7,223.046,148800.0,165295.637659993,66712.6960357953,74108.31741434189,70905.58081190003,1,1.0417540828499732,0.9616777883698759,0.9354158295894867,0.9505005621978415
2011-03-12,4.88,9.7,223.046,142000.0,165295.637659993,63663.99756104122,74108.31741434189,66724.19775272901,1,1.0442798353909464,0.9633307868601988,0.8945131763801493,0.9518049749551376
2011-03-19,4.76,9.7,223.046,145000.0,165295.637659993,65009.011594020965,74108.31741434189,70505.23562538366,1,1.0193978831184876,0.9649894777118805,0.91462806374272,0.9531129728357876
2011-03-26,4.81,9.7,223.046,142900.0,165295.637659993,64067.501770935145,74108.31741434189,69393.16566283818,1,1.0307426028187587,0.9666538903794556,0.9044494110589923,0.9544245706404708
2011-04-02,4.86,9.7,223.046,150000.0,164468.84362510088,67250.7016489872,73737.63422123727,73396.61752800192,1,1.042015420772688,0.9683240545210212,0.9504351371306394,0.951046690852052
2011-04-09,4.87,9.2,224.093,143000.0,164468.84362510088,63812.79201045994,73393.11965349248,68768.16255906298,1,1.0450643776824033,0.9208854667949952,0.9042524687246709,0.9480849724645415
2011-04-16,4.91,9.2,224.093,145500.0,164468.84362510088,64928.400262391064,73393.11965349248,69655.49368885734,1,1.0549541360218164,0.9233738660490252,0.9213133493583979,0.9495713494025626
2011-04-23,4.8,9.2,224.093,146000.0,164468.84362510088,65151.52191277729,73393.11965349248,68324.49699416579,1,1.0324715615305067,0.9258757499516161,0.9260320903860381,0.9510623942460978
2011-04-30,4.78,9.2,224.093,151000.0,164468.84362510088,67382.73841663953,73393.11965349248,69655.49368885734,1,1.0294044562246334,0.9283912284106345,0.9586504411921275,0.9525581290187769
2011-05-07,4.71,9.2,224.806,149900.0,163597.82770375474,66679.7149542272,72772.8920508148,67844.28542365086,1,1.0158019161378622,0.9309204125316208,0.9504159140140901,0.9461493056036502
2011-05-14,4.63,9.2,224.806,148500.0,163597.82770375474,66056.95577520173,72772.8920508148,66782.83636878278,1,1.0000830771786988,0.9334634146341464,0.9434871594808372,0.9478058759298734
2011-05-21,4.61,9.2,224.806,152000.0,163597.82770375474,67613.8537227654,72772.8920508148,68551.91812689624,1,0.9970884285833126,0.9360203482684405,0.9670789483758016,0.9494682572594919
2011-05-28,4.6,9.2,224.806,155000.0,163597.82770375474,68948.33767781999,72772.8920508148,67225.10680831115,0,0.9959197268715131,0.9385913282322935,0.9874262381144896,0.9511364802224374
2011-06-04,4.55,9.2,224.806,159400.0,162744.4147492268,70905.58081190003,72393.27008586373,67917.93360018005,0,0.986038758074599,0.9411764705882352,1.0168650162299133,0.9479308177993905
2011-06-11,4.49,9.2,224.806,150000.0,162744.4147492268,66724.19775272901,72393.27008586373,63990.25582862968,0,0.9742541205925308,0.9437758926810021,0.9592227139324209,0.9496855565280927
2011-06-18,4.5,9.2,224.806,158500.0,162744.4147492268,70505.23562538366,72393.27008586373,66042.35713623745,0,0.9773211377020422,0.9463897131552916,1.0144648989336837,0.9514468037874462
2011-06-25,4.5,9.2,224.806,156000.0,162744.4147492268,69393.16566283818,72393.27008586373,64872.88004695561,0,0.9783426707918722,0.9490180519738147,1.0004749721527684,0.9532145958560807
2011-07-02,4.51,9.2,224.806,165000.0,162024.84935723594,73396.61752800192,72073.1872624556,66196.81637444449,0,0.9812552301255231,0.9516610304356475,1.0594907858031746,0.9508437476628303
2011-07-09,4.6,9.8,225.395,155000.0,162024.84935723594,68768.16255906298,71884.84631745865,63947.0782800441,0,1.0007530750564806,1.0147351652727996,0.9946269420233824,0.9501546067334027
2011-07-16,4.51,9.8,225.395,157000.0,162024.84935723594,69655.49368885734,71884.84631745865,64829.10694597574,0,0.981419484432541,1.0157464620291012,1.0085470801100833,0.9519570136941142
2011-07-23,4.52,9.8,225.395,154000.0,162024.84935723594,68324.49699416579,71884.84631745865,63947.0782800441,0,0.9838014315014022,1.016759776536313,0.9916003005006065,0.9537662718454548
2011-07-30,4.55,9.8,225.395,157000.0,162024.84935723594,69655.49368885734,71884.84631745865,64388.092613009925,0,0.9903725408120552,1.0177751148392253,1.0124008717757174,0.9555824203252503
2011-08-06,4.39,9.8,226.106,153400.0,161420.24931212826,67844.28542365086,71391.40461205287,63873.15170643882,0,0.9561465968586386,1.0187924830067974,0.9884715776394097,0.9509537310339633
2011-08-13,4.32,9.8,226.106,151000.0,161420.24931212826,66782.83636878278,71391.40461205287,63829.131615669394,0,0.9415709615223407,1.0198118871322794,0.9750078955316127,0.9527743512335303
2011-08-20,4.15,9.8,226.106,155000.0,161420.24931212826,68551.91812689624,71391.40461205287,65972.4698352328,0,0.9056192034915441,1.0208333333333335,1.0022058320987615,0.9546019560338309
2011-08-27,4.22,9.8,226.106,152000.0,161420.24931212826,67225.10680831115,71391.40461205287,66014.44396033853,0,0.9216682767020873,1.0218568277521558,0.9845231404299454,0.9564365857055421
2011-09-03,4.22,9.8,226.597,153900.0,160901.41610414512,67917.93360018005,71007.74330822787,63373.866201924975,0,0.9222105484345451,1.0228823765556,0.9962135499187355,0.9532228438470525
2011-09-10,4.12,9.8,226.597,145000.0,160901.41610414512,63990.25582862968,71007.74330822787,66014.44396033853,1,0.9011146161934805,1.0239099859353025,0.9413795387324084,0.9550133157768809
2011-09-17,4.09,9.8,226.597,149650.0,160901.41610414512,66042.35713623745,71007.74330822787,62933.76990885605,0,0.8955324434713039,1.0249396621078037,0.9744540727549101,0.9568105265771244
2011-09-24,4.09,9.8,226.597,147000.0,160901.41610414512,64872.88004695561,71007.74330822787,62493.673615787135,0,0.8965895198347454,1.025971411314677,0.9588685983378806,0.9586145143645457
2011-10-01,4.01,9.8,226.597,150000.0,160391.03533377138,66196.81637444449,70782.50609397802,62543.341438365176,0,0.8803884314967279,1.0270052398226523,0.9793950303613174,0.9574349320036616
2011-10-08,3.94,9.4,226.75,145000.0,160391.03533377138,63947.0782800441,70734.74546142068,61446.08983418333,0,0.8664101154480484,0.9868766404199475,0.9486222901914806,0.9585507656597141
2011-10-15,4.12,9.4,226.75,147000.0,160391.03533377138,64829.10694597574,70734.74546142068,62323.89111752881,0,0.9065673662830062,0.9868766404199475,0.9626974733893829,0.9602514529051663
2011-10-22,4.11,9.4,226.75,145000.0,160391.03533377138,63947.0782800441,70734.74546142068,60915.458958400995,0,0.9046732136810024,0.9868766404199477,0.9512035066707187,0.9619581856893547
2011-10-29,4.1,9.4,226.75,146000.0,160391.03533377138,64388.092613009925,70734.74546142068,61315.03225608661,0,0.902892474484394,0.9868766404199475,0.9590119140783241,0.963670996305355
2011-11-05,4.0,9.4,227.169,145100.0,159957.08784504692,63873.15170643882,70413.255261522,59125.20967551209,0,0.8817295464179736,0.9868766404199477,0.9533488382887617,0.9610833046781962
2011-11-12,3.99,9.4,227.169,145000.0,159957.08784504692,63829.131615669394,70413.255261522,61315.03225608661,0,0.8804583068109485,0.9868766404199475,0.9539184531745966,0.9627127341811303
2011-11-19,4.0,9.4,227.169,149869.0,159957.08784504692,65972.4698352328,70413.255261522,61315.03225608661,0,0.8833021912688975,0.9868766404199475,0.9868714428229776,0.9643476981669065
2011-12-03,4.0,9.4,227.223,150000.0,159580.10680834213,66014.44396033853,70230.61345389424,64683.33573710595,0,0.8847675358373389,0.9868766404199475,0.9889943210545781,0.9635290189379851
2011-12-10,3.99,9.4,227.223,144000.0,159580.10680834213,63373.866201924975,70230.61345389424,63372.18703973218,0,0.8843235870769756,0.9868766404199475,0.951707755861477,0.9650272516827616
2011-12-17,3.94,9.4,227.223,150000.0,159580.10680834213,66014.44396033853,70230.61345389424,64683.33573710595,0,0.8757426800598419,0.9868766404199477,0.9922664449551379,0.9665301510169856
2011-12-24,3.91,9.4,227.223,143000.0,159580.10680834213,62933.76990885605,70230.61345389424,63372.18703973218,1,0.8725056859631809,0.9868766404199475,0.9481851387826764,0.9680377387774093
2011-12-31,3.95,9.4,227.223,142000.0,159580.10680834213,62493.673615787135,70230.61345389424,66868.58356606223,1,0.8846965585562303,0.9868766404199475,0.9430688358752533,0.9695500369372413
2012-01-07,3.91,8.8,227.842,142500.0,159350.1959328798,62543.341438365176,69938.90324561749,65885.06328892999,1,0.8793356976040136,0.925005053567819,0.945325155834553,0.9670041346563546
2012-01-14,3.89,8.8,227.842,140000.0,159350.1959328798,61446.08983418333,69938.90324561749,65405.10587424243,1,0.8781800816184772,0.9266909680032401,0.9299735125843414,0.9684267969046149
2012-01-21,3.88,8.8,227.842,142000.0,159350.1959328798,62323.89111752881,69938.90324561749,67586.73048645866,1,0.8790902357195763,0.9283830391560154,0.944769038114758,0.9698536513788666
2012-01-28,3.98,8.8,227.842,138791.0,159350.1959328798,60915.458958400995,69938.90324561749,67630.36297870298,1,0.9047431693989071,0.9300813008130082,0.9244253201815683,0.9712847166365969
2012-02-04,3.87,8.8,228.329,140000.0,159331.5527142992,61315.03225608661,69781.56638635443,69956.6705871551,1,0.8833289439030815,0.9317857870087559,0.9316419651982792,0.9705725920000997
2012-02-11,3.87,8.8,228.329,135000.0,159331.5527142992,59125.20967551209,69781.56638635443,67551.91003572164,1,0.8869887165021157,0.933496532027744,0.9000048106334263,0.9718896350279733
2012-02-18,3.87,8.8,228.329,140000.0,159331.5527142992,61315.03225608661,69781.56638635443,69956.6705871551,1,0.89162605228179,0.9352135704067035,0.9335645827998704,0.9732102573024947
2012-02-25,3.95,8.8,228.329,140000.0,159331.5527142992,61315.03225608661,69781.56638635443,69956.6705871551,1,0.9143111506788338,0.936936936936937,0.9346552194068727,0.9745344734341639
2012-03-03,3.9,8.8,228.807,148000.0,159543.31615959186,64683.33573710595,69728.33705244676,74328.96249885227,1,0.9069767441860466,0.9386666666666668,0.9861913099860279,0.9751318701269355
2012-03-10,3.88,8.8,228.807,145000.0,159543.31615959186,63372.18703973218,69728.33705244676,70889.70961474506,1,0.9063384394232064,0.9404027949034115,0.9671482097351012,0.9762818707804773
2012-03-17,3.92,8.8,228.807,148000.0,159543.31615959186,64683.33573710595,69728.33705244676,72202.48201501812,1,0.9196480938416421,0.9421453572163889,0.98686293886384,0.9774345870934059
2012-03-24,4.08,8.8,228.807,145000.0,159543.31615959186,63372.18703973218,69728.33705244676,72202.48201501812,1,0.9601303344345387,0.9438943894389439,0.9673235130462566,0.9785900286963989
2012-03-31,3.99,8.8,228.807,153000.0,159543.31615959186,66868.58356606223,69728.33705244676,74171.6406154277,1,0.9424483306836249,0.9456499276710064,1.019854526986805,0.9797482052657261
2012-04-07,3.98,8.6,229.187,151000.0,159904.7398962115,65885.06328892999,69770.42323352175,72181.63524213657,1,0.9438591690609749,0.9262634631317315,1.0052568930205548,0.9813915886062624
2012-04-14,3.88,8.6,229.187,149900.0,159904.7398962115,65405.10587424243,69770.42323352175,72137.88879653528,1,0.9243173905076048,0.9274160099543756,0.997467799094919,0.9823542370096221
2012-04-21,3.9,8.6,229.187,154900.0,159904.7398962115,67586.73048645866,69770.42323352175,72181.63524213657,1,0.9334008376674184,0.9285714285714285,1.029935929617715,0.9833187757936318
2012-04-28,3.88,8.6,229.187,155000.0,159904.7398962115,67630.36297870298,69770.42323352175,72181.63524213657,1,0.9325629766581927,0.9297297297297297,1.0298527168892253,0.984285210532057
2012-05-05,3.84,8.6,228.713,160000.0,160347.3493878155,69956.6705871551,70108.54187904295,73026.0353691316,1,0.9269764634882317,0.9308909242298083,1.0644746094878168,0.989937346185624
2012-05-12,3.83,8.6,228.713,154500.0,160347.3493878155,67551.91003572164,70108.54187904295,70024.96542245496,1,0.9283550086235027,0.9320550229262192,1.0276210242859998,0.9906540616211188
2012-05-19,3.79,8.6,228.713,160000.0,160347.3493878155,69956.6705871551,70108.54187904295,71764.71611618054,1,0.9222705788759417,0.9332220367278796,1.0629903003293546,0.9913718156136341
2012-05-26,3.78,8.6,228.713,160000.0,160347.3493878155,69956.6705871551,70108.54187904295,69590.02774902357,0,0.9234238466597762,0.934391976598412,1.0622630779186626,0.9920906104221894
2012-06-02,3.75,8.6,228.713,170000.0,160877.23196735478,74328.96249885227,70340.22201070983,71764.71611618054,0,0.9197679354747417,0.9355648535564853,1.1268839567460907,0.9960284394736229
2012-06-09,3.67,8.6,228.524,162000.0,160877.23196735478,70889.70961474506,70398.39665302321,68393.82724065537,0,0.9038980722777435,0.9367406786761625,1.0747472240779161,0.9973940111043751
2012-06-16,3.71,8.6,228.524,165000.0,160877.23196735478,72202.48201501812,70398.39665302321,69259.57188927126,0,0.9171381031613978,0.9379194630872484,1.092904343322091,0.9979364100783498
2012-06-23,3.66,8.6,228.524,165000.0,160877.23196735478,72202.48201501812,70398.39665302321,68610.26340280935,0,0.9084053267147153,0.9391012179756404,1.0923646597279664,0.9984793993039592
2012-06-30,3.66,8.6,228.524,169500.0,160877.23196735478,74171.6406154277,70398.39665302321,69259.57188927126,0,0.9120621076340635,0.9402859545836838,1.1205984803560183,0.9990229797452177
2012-07-07,3.62,8.6,228.59,165000.0,161455.49493053465,72181.63524213657,70631.04026008777,68641.5873043283,0,0.9059582250457214,0.9414736842105262,1.0909182191448021,1.0027190603021223
2012-07-14,3.56,8.6,228.59,164900.0,161455.49493053465,72137.88879653528,70631.04026008777,66914.75491931375,0,0.895424204314598,0.9438581680033769,1.0891903118140591,1.0030624115608562
2012-07-21,3.53,8.6,228.59,165000.0,161455.49493053465,72181.63524213657,70631.04026008777,67778.17111182102,0,0.8921073094867805,0.9462547608971645,1.0890520178131686,1.0034059980409467
2012-07-28,3.49,8.6,228.59,165000.0,161455.49493053465,72181.63524213657,70631.04026008777,67346.4630155674,0,0.8864357934841012,0.9486635553669919,1.087834580441434,1.0037498199841923
2012-08-04,3.55,8.6,229.918,167900.0,161951.25911102563,73026.0353691316,70438.70384703486,68324.6197821396,0,0.9061012123889461,0.9510846448319864,1.0994863164661974,1.0014122712240134
2012-08-11,3.59,8.6,229.918,161000.0,161951.25911102563,70024.96542245496,70438.70384703486,67459.75117730239,0,0.919923126201153,0.9535181236673773,1.0536366870284917,1.0016731752417143
2012-08-18,3.62,8.6,229.918,165000.0,161951.25911102563,71764.71611618054,70438.70384703486,70054.35699181401,0,0.9308213420362953,0.9559640872167592,1.0782596374019837,1.0019342152446586
2012-08-25,3.66,8.6,229.918,160000.0,161951.25911102563,69590.02774902357,70438.70384703486,69751.652980121,1,0.9433924853772182,0.9584226318045433,1.045271571284524,1.0021953913391901
2012-09-01,3.59,8.6,229.918,165000.0,162517.51028291846,71764.71611618054,70684.98781431574,68909.39836779531,0,0.9282482223658693,0.9608938547486032,1.0765246766736747,1.005893921405142
2012-09-08,3.55,8.6,231.015,158000.0,162517.51028291846,68393.82724065537,70349.33241690733,69154.61830889063,1,0.9209738575134703,0.9633778543731151,1.0258179818591082,1.0012977429210272
2012-09-15,3.55,8.6,231.015,160000.0,162517.51028291846,69259.57188927126,70349.33241690733,69197.86697575047,0,0.9236003402211437,0.9658747300215983,1.0372265778018461,1.0014782268061253
2012-09-22,3.49,8.6,231.015,158500.0,162517.51028291846,68610.26340280935,70349.33241690733,70927.81365014423,1,0.9107241431223968,0.9683845820701602,1.0267432469671667,1.0016587757673823
2012-09-29,3.4,8.6,231.015,160000.0,162517.51028291846,69259.57188927126,70349.33241690733,68629.4398715464,0,0.8903212810957801,0.9709075119409466,1.0351532537782693,1.0018393898400006
2012-10-06,3.36,8.7,231.638,159000.0,163129.45931143255,68641.5873043283,70424.3083222237,65176.38629310382,0,0.8827363209215379,0.9845484221980413,1.025196470402027,1.0030055081650968
2012-10-13,3.39,8.7,231.638,155000.0,163129.45931143255,66914.75491931375,70424.3083222237,65608.01799040915,0,0.8930996048231837,0.9860505666957279,0.9985542170397061,1.003090796827355
2012-10-20,3.37,8.7,231.638,157000.0,163129.45931143255,67778.17111182102,70424.3083222237,64313.122898493166,0,0.8912170065605453,0.9875573018991485,1.0105835183518024,1.0031760999955646
2012-10-27,3.41,8.7,231.638,156000.0,163129.45931143255,67346.4630155674,70424.3083222237,66687.09723367245,0,0.9050170979431431,0.9890686488850021,1.003168873097839,1.0032614176734265
2012-11-03,3.39,8.7,231.249,158000.0,163860.5184306623,68324.6197821396,70858.90898151444,62248.59082069401,0,0.9029812519209098,0.9905846288592073,1.0165927998751514,1.0094183821396134
2012-11-10,3.4,8.7,231.249,156000.0,163860.5184306623,67459.75117730239,70858.90898151444,65640.06576885596,0,0.9084369540643304,0.9921052631578946,1.002695529368173,1.0092951598906246
2012-11-17,3.34,8.7,231.249,162000.0,163860.5184306623,70054.35699181401,70858.90898151444,64395.093952442076,0,0.895396195287931,0.9936305732484076,1.039411203124949,1.0091719677220654
2012-12-01,3.32,8.7,231.249,161300.0,164625.40361256676,69751.652980121,71189.67157158162,69546.70146863743,0,0.89316570955559,0.9951605807303123,1.03380514949126,1.0136671310177598
2012-12-08,3.34,8.7,231.221,159333.0,164625.40361256676,68909.39836779531,71198.29237507266,67159.74548178507,0,0.9016248767066396,0.9966953073364178,1.0204798729460216,1.0135213236379277
2012-12-15,3.32,8.7,231.221,159900.0,164625.40361256676,69154.61830889063,71198.29237507266,69097.04583222118,0,0.8993540320900186,0.9982347749338041,1.0224281214601283,1.0132529072000922
2012-12-22,3.37,8.7,231.221,160000.0,164625.40361256676,69197.86697575047,71198.29237507266,68881.79023772827,0,0.9156173258790951,0.9997790055248619,1.0221423847312636,1.0129846328970233
2012-12-29,3.35,8.7,231.221,164000.0,164625.40361256676,70927.81365014423,71198.29237507266,72325.87974961469,1,0.9128543730021484,1.00132802124834,1.0453222103814275,1.0127165006158543
2013-01-05,3.34,8.6,231.679,159000.0,165502.8468169966,68629.4398715464,71436.27468048317,71139.83356126267,1,0.9130480496267479,0.9915742793791573,1.0096933088911322,1.0157665423641336
2013-01-12,3.4,8.6,231.679,151000.0,165502.8468169966,65176.38629310382,71436.27468048317,70277.00962480101,1,0.931948763902799,0.9920141969831411,0.9581773244313736,1.0153508065646635
2013-01-19,3.38,8.6,231.679,152000.0,165502.8468169966,65608.01799040915,71436.27468048317,71830.09271043197,1,0.9289640591966172,0.9924545051043056,0.9633892987878769,1.014935410933013
2013-01-26,3.42,8.6,231.679,149000.0,165502.8468169966,64313.122898493166,71436.27468048317,72782.21892431739,1,0.9422485959521035,0.9928952042628775,0.9438448511653871,1.0145203550518491
2013-02-02,3.53,8.6,231.679,154500.0,166445.44767711044,66687.09723367245,71843.13108961556,75465.83984855084,1,0.9748791757395506,0.9933362949800089,0.9770931661067064,1.019768083858452
2013-02-09,3.53,8.6,232.937,145000.0,166445.44767711044,62248.59082069401,71455.13494082539,72447.20625460881,1,0.9766427241287576,0.9937777777777778,0.9118207304641522,1.013797587451546
2013-02-16,3.53,8.6,232.937,152900.0,166445.44767711044,65640.06576885596,71455.13494082539,75465.83984855084,1,0.9784126645701189,0.9942196531791907,0.9597379361958621,1.0133348752382643
2013-02-23,3.56,8.6,232.937,150000.0,166445.44767711044,64395.093952442076,71455.13494082539,75465.83984855084,1,0.9883609183128671,0.9946619217081851,0.9407202229237366,1.0128725852096867
2013-03-02,3.51,8.6,232.937,162000.0,167429.1430637859,69546.70146863743,71877.43598646237,78915.70681305602,1,0.9767740554425773,0.9951045838896305,1.0136337558941755,1.0182769133744314
2013-03-09,3.52,8.6,232.282,156000.0,167429.1430637859,67159.74548178507,72080.11945126436,76964.44320161759,1,0.9815529815529815,0.9955476402493322,0.9781652485573064,1.0204944503389666
2013-03-16,3.63,8.6,232.282,160500.0,167429.1430637859,69097.04583222118,72080.11945126436,78513.19667018004,1,1.0135853514471354,0.9959910913140311,1.0047704205390935,1.0198414376870415
2013-03-23,3.54,8.6,232.282,160000.0,167429.1430637859,68881.79023772827,72080.11945126436,78728.3013185915,1,0.9904761904761905,0.9964349376114082,1.000465679290879,1.0191892602240367
2013-03-30,3.57,8.6,232.282,168000.0,167429.1430637859,72325.87974961469,72080.11945126436,80879.34780270602,1,1.0016186468112658,0.9968791796700848,1.0478683475904589,1.0185379163486936
2013-04-06,3.54,8.2,231.797,164900.0,168499.6604531603,71139.83356126267,72692.7701623232,79003.86431945041,1,0.9956190167126401,0.9517857142857142,1.0294596231656163,1.026368255168415
2013-04-13,3.43,8.2,231.797,162900.0,168499.6604531603,70277.00962480101,72692.7701623232,79433.23314727351,1,0.9675599435825106,0.9526362823949955,1.0157323069758495,1.0255544898798672
2013-04-20,3.41,8.2,231.797,166500.0,168499.6604531603,71830.09271043197,72692.7701623232,77801.63160154573,1,0.9643770054930114,0.9534883720930232,1.0363287450769394,1.024742013971257
2013-04-27,3.4,8.2,231.797,168707.0,168499.6604531603,72782.21892431739,72692.7701623232,79244.05455417724,1,0.9641708022031957,0.9543419874664278,1.048554058152297,1.023930824380551
2013-05-04,3.35,8.2,231.893,175000.0,169750.9078712647,75465.83984855084,73202.25615747983,76031.4577479268,1,0.9527455698971778,0.9551971326164874,1.0848612115337946,1.0301496666570504
2013-05-11,3.42,8.2,231.893,168000.0,169750.9078712647,72447.20625460881,73202.25615747983,77959.01583167707,1,0.9748931038263349,0.9560538116591928,1.04075019130457,1.0292879002010804
2013-05-18,3.51,8.2,231.893,175000.0,169750.9078712647,75465.83984855084,73202.25615747983,77059.48872592695,1,1.002306425041186,0.9569120287253141,1.0817497316459597,1.028427574352655
2013-05-25,3.59,8.2,231.893,175000.0,169750.9078712647,75465.83984855084,73202.25615747983,77102.32335001028,1,1.0262781748213305,0.9577717879604671,1.0801094179486694,1.0275686855024144
2013-06-01,3.81,8.2,231.893,183000.0,171140.75832150353,78915.70681305602,73801.60605171502,74075.9771178022,0,1.0889902709833454,0.9586330935251798,1.126707501532052,1.034950208902029
2013-06-08,3.91,8.2,232.445,178900.0,171140.75832150353,76964.44320161759,73626.34529523265,73219.60744013976,0,1.1165906969081225,0.9594959495949594,1.098054057432761,1.0315782656633885
2013-06-15,3.98,8.2,232.445,182500.0,171140.75832150353,78513.19667018004,73626.34529523265,74889.52831158154,0,1.1346491228070175,0.9603603603603605,1.1178121261167677,1.03068183472943
2013-06-22,3.93,8.2,232.445,183000.0,171140.75832150353,78728.3013185915,73626.34529523265,74504.16195663344,0,1.119045011499288,0.9612263300270514,1.1188755016036287,1.0297869604213565
2013-06-29,4.46,8.2,232.445,188000.0,171140.75832150353,80879.34780270602,73626.34529523265,74892.26213147657,0,1.2644204557845382,0.9620938628158844,1.1467264882122186,1.0288936386881335
2013-07-13,4.51,8.3,232.9,184000.0,172401.02741329573,79003.86431945041,74023.62705594492,72752.48321343437,0,1.2726976718945024,0.9744863400316098,1.1186615521886265,1.0334386394414619
2013-07-20,4.37,8.3,232.9,185000.0,172401.02741329573,79433.23314727351,74023.62705594492,74892.26213147657,0,1.228191546859799,0.9751468594667874,1.1225246890392502,1.0324981990773612
2013-07-27,4.31,8.3,232.9,181200.0,172401.02741329573,77801.63160154573,74023.62705594492,72752.48321343437,0,1.206438068579426,0.9758082749265206,1.0977777303929546,1.0315594687789327
2013-08-03,4.39,8.3,233.456,185000.0,173629.45839648898,79244.05455417724,74373.52580207362,73608.39478065126,0,1.2231688367357874,0.9764705882352942,1.1159916215853454,1.035397043102865
2013-08-10,4.4,8.3,233.456,177500.0,173629.45839648898,76031.4577479268,74373.52580207362,70909.86757795814,0,1.2200063986349579,0.9771338012225492,1.0696334824743612,1.034360667131625
2013-08-17,4.4,8.3,233.456,182000.0,173629.45839648898,77959.01583167707,74373.52580207362,72693.72063220847,0,1.2145018313073943,0.9777979157227007,1.0952891895253525,1.0332732640444908
2013-08-24,4.58,8.3,233.456,179900.0,173629.45839648898,77059.48872592695,74373.52580207362,72618.53908586074,0,1.2575773576935263,0.9784629335751531,1.0805974393864224,1.0321881448873917
2013-08-31,4.51,8.3,233.456,180000.0,173629.45839648898,77102.32335001028,74373.52580207362,74557.23652537716,0,1.2325642508014927,0.9791288566243197,1.0796440668259901,1.0311053024722892
2013-09-07,4.57,8.3,233.544,173000.0,174750.9724462894,74075.9771178022,74825.71697251455,73140.64903139499,0,1.2430170519928863,0.9797956867196368,1.0360154177793865,1.0361624929683086
2013-09-14,4.57,8.3,233.544,171000.0,174750.9724462894,73219.60744013976,74825.71697251455,73662.54968707262,1,1.2366777685262282,0.980463425715584,1.0236378057419766,1.0350211932653184
2013-09-21,4.5,8.3,233.544,174900.0,174750.9724462894,74889.52831158154,74825.71697251455,71361.92638857527,0,1.2117446015224482,0.9811320754716982,1.0451586749134958,1.0337902024499037
2013-09-28,4.32,8.3,233.544,174000.0,174750.9724462894,74504.16195663344,74825.71697251455,70976.84539798035,0,1.1586548380441513,0.9818016378525933,1.0383189954770873,1.0325621362862503
2013-10-05,4.22,8.2,233.669,175000.0,175994.7289834614,74892.26213147657,75317.96215307181,71401.85644826766,0,1.1275885103540415,0.9708561020036431,1.0419734204730493,1.03798626120265
2013-10-12,4.23,8.2,233.669,170000.0,175994.7289834614,72752.48321343437,75317.96215307181,70126.82329740572,0,1.1254604993860007,0.9717411121239744,1.0112576774799424,1.036621217899511
2013-10-19,4.28,8.2,233.669,175000.0,175994.7289834614,74892.26213147657,75317.96215307181,67151.74594539458,0,1.1334283968221635,0.97284964636094,1.0392640954917605,1.0352802778102244
2013-10-26,4.13,8.2,233.669,170000.0,175994.7289834614,72752.48321343437,75317.96215307181,70126.82329740572,0,1.089599188229325,0.9739607126541799,1.0080005080350034,1.033942802433614
2013-11-02,4.1,8.2,233.669,172000.0,177012.61253946644,73608.39478065126,75753.5713079041,67290.17987917486,0,1.0776929687105088,0.9750743196890007,1.0182775033766467,1.0384617097776911
2013-11-09,4.16,8.2,234.1,166000.0,177012.61253946644,70909.86757795814,75614.10189639746,70474.25779143865,0,1.089334273340719,0.9761904761904763,0.9800178087175628,1.035133585298249
2013-11-16,4.35,8.2,234.1,170176.0,177012.61253946644,72693.72063220847,75614.10189639746,68776.08290489796,0,1.1336072967825999,0.9773091909236763,1.0035064548782733,1.033839355308659
