,interest,vacancy,cpi,price,value,adj_price,adj_value,next_quarter,change,interest_year,vacancy_year,adj_price_year,adj_value_year
2013-11-23,4.22,8.2,234.1,170000.0,177012.61253946644,72618.53908586074,75614.10189639746,72129.97830581582,0,1.095228588540627,0.9784304726938963,1.0010975843162666,1.032548357635379
2013-12-07,4.46,8.2,234.719,175000.0,177944.413973555,74557.23652537716,75811.67863426267,71982.98506956802,0,1.1510819932499505,0.979554330346887,1.026598381792365,1.033901647520354
2013-12-14,4.42,8.2,234.719,171675.0,177944.413973555,73140.64903139499,75811.67863426267,72025.35292422933,0,1.1345641228156778,0.9806807727690893,1.0061900733118871,1.0326498805880255
2013-12-21,4.47,8.2,234.719,172900.0,177944.413973555,73662.54968707262,75811.67863426267,72025.35292422933,0,1.1410338225909382,0.9818098088878656,1.0120971316954,1.0314034673659367
2013-12-28,4.48,8.2,234.719,167500.0,177944.413973555,71361.92638857527,75811.67863426267,73084.54929076212,1,1.1371113388978378,0.9829414476717381,0.9799158789817591,1.030160059369671
2014-01-04,4.53,8.3,235.288,167000.0,178757.5054805193,70976.84539798035,75973.91515101463,74005.78513794678,1,1.1433286414599817,0.9958467928011077,0.9741704470580999,1.0310778674974255
2014-01-11,4.51,8.3,235.288,168000.0,178757.5054805193,71401.85644826766,75973.91515101463,72948.55963597613,1,1.1319079106134466,0.9967667436489609,0.9798811986750217,1.029794343094161
2014-01-18,4.41,8.3,235.288,165000.0,178757.5054805193,70126.82329740572,75973.91515101463,75063.01063991745,1,1.101123595505618,0.9974578229720361,0.9620031569080884,1.0285777373754705
2014-01-25,4.39,8.3,235.288,158000.0,178757.5054805193,67151.74594539458,75973.91515101463,74005.78513794678,1,1.0909438470728792,0.9981498612395932,0.9207111036408578,1.027364002876483
2014-02-01,4.32,8.3,235.288,165000.0,179625.11885950423,70126.82329740572,76342.66042446034,77030.87144075165,1,1.0687473238498502,0.9988428604489701,0.9603578557749595,1.0310348914257572
2014-02-08,4.23,8.3,235.547,158500.0,179625.11885950423,67290.17987917486,76258.71645977415,74920.43660675846,1,1.0424644549763036,0.9995368226030571,0.9207892702898092,1.028612884338026
2014-02-15,4.28,8.3,235.547,166000.0,179625.11885950423,70474.25779143865,76258.71645977415,76397.74099055369,1,1.0510507674144038,1.0002317497103128,0.9633996207378623,1.0274360855138833
2014-02-22,4.33,8.3,235.547,162000.0,179625.11885950423,68776.08290489796,76258.71645977415,77030.87144075165,1,1.0593272171253822,1.000927643784787,0.9385745718240022,1.0261589358991516
2014-03-01,4.37,8.3,235.547,169900.0,180500.84755434163,72129.97830581582,76630.50157902313,79352.34975814416,1,1.0649046347064062,1.0016245068461362,0.9826708767193928,1.029782641585957
2014-03-08,4.28,8.3,236.028,169900.0,180500.84755434163,71982.98506956802,76474.33675425866,78404.59299164107,1,1.0394656952034,1.0023223409196471,0.9787226256912448,1.0263527663658598
2014-03-15,4.37,8.3,236.028,170000.0,180500.84755434163,72025.35292422933,76474.33675425866,78826.12306148859,1,1.0570777317765272,1.003021148036254,0.9786644115225043,1.0251365119635885
2014-03-22,4.32,8.3,236.028,170000.0,180500.84755434163,72025.35292422933,76474.33675425866,80090.71327103119,1,1.0411085878481716,1.003720930232558,0.9774217177875887,1.023976575527251
2014-03-29,4.4,8.3,236.028,172500.0,180500.84755434163,73084.54929076212,76474.33675425866,80526.1538331837,1,1.0566177149718297,1.0044216895508495,0.9907645520657998,1.0228192610478315
2014-04-05,4.41,7.5,236.468,175000.0,181379.9028304295,74005.78513794678,76703.78352691676,82105.9545764596,1,1.0547812888091623,0.9099393373775082,1.0019148235096684,1.0246694682656072
2014-04-12,4.34,7.5,236.468,172500.0,181379.9028304295,72948.55963597613,76703.78352691676,79579.61751256853,1,1.0343752864607205,0.9122807017543859,0.9874416742329776,1.02345379132662
2014-04-19,4.27,7.5,236.468,177500.0,181379.9028304295,75063.01063991745,76703.78352691676,80000.67368988371,1,1.0142981133799276,0.9137769447047797,1.0150265827529221,1.0224015297594657
2014-04-26,4.33,7.5,236.468,175000.0,181379.9028304295,74005.78513794678,76703.78352691676,77895.39280330783,1,1.024339202038124,0.9152781037315184,0.9997610169265708,1.0213514297303574
2014-05-03,4.29,7.5,236.918,182500.0,182383.89041359327,77030.87144075165,76981.86309760899,80421.72986719888,1,1.0108296705786397,0.9167842031029619,1.039223476269931,1.0239296255039663
2014-05-10,4.21,7.5,236.918,177500.0,182383.89041359327,74920.43660675846,76981.86309760899,77907.85816558577,1,0.9883521444695259,0.9182952672474689,1.0101912025736304,1.0228075096147384
2014-05-17,4.2,7.5,236.918,181000.0,182383.89041359327,76397.74099055369,76981.86309760899,79171.22883854122,1,0.982235214751518,0.919811320754717,1.029861609416039,1.0218207224533091
2014-05-24,4.14,7.5,236.918,182500.0,182383.89041359327,77030.87144075165,76981.86309760899,77907.85816558577,1,0.9650782265656519,0.9213323883770376,1.037163963849301,1.020835837527329
2014-05-31,4.12,7.5,236.918,188000.0,182383.89041359327,79352.34975814416,76981.86309760899,78960.66705971531,0,0.957796852646638,0.9228584950307619,1.0673468602578051,1.0198528493416683
2014-06-07,4.14,7.5,237.231,186000.0,183273.932164954,78404.59299164107,77255.473426725,76264.64878704042,0,0.9600856263657849,0.9243896657975824,1.0537977860182794,1.0224218431179941
2014-06-14,4.2,7.5,237.231,187000.0,183273.932164954,78826.12306148859,77255.473426725,75796.81400725123,0,0.9723087881755854,0.9259259259259259,1.0594878977798192,1.0215238940502296
2014-06-21,4.17,7.5,237.231,190000.0,183273.932164954,80090.71327103119,77255.473426725,75796.81400725123,0,0.964247598719317,0.9274673008323424,1.0756158569268552,1.0205820778272463
2014-06-28,4.14,7.5,237.231,191033.0,183273.932164954,80526.1538331837,77255.473426725,75165.17389052414,0,0.956629932456452,0.9290138161029061,1.080901867215338,1.019641996660586
2014-07-05,4.12,7.4,237.498,195000.0,184148.13046231333,82105.9545764596,77536.70787219823,76654.17175588594,0,0.9512054344447899,0.9183770883054893,1.1011474409734174,1.0223391417844545
2014-07-12,4.15,7.4,237.498,189000.0,184148.13046231333,79579.61751256853,77536.70787219823,74127.11114854904,0,0.9594522496887782,0.9201339072214253,1.067623862536131,1.021326476536823
2014-07-19,4.13,7.4,237.498,190000.0,184148.13046231333,80000.67368988371,77536.70787219823,75811.81822010697,0,0.9564442860960185,0.9221183800623053,1.0729967203692026,1.0204184044770865
2014-07-26,4.13,7.4,237.498,185000.0,184148.13046231333,77895.39280330783,77536.70787219823,73705.93438065956,0,0.9574676772180115,0.9241114313160423,1.0451745380125743,1.0195119457356767
2014-08-02,4.12,7.4,237.498,191000.0,184817.46927335512,80421.72986719888,77818.53711330418,75811.81822010697,0,0.9559591272143144,0.9261131167268353,1.0783430558439877,1.0222367299271053
2014-08-09,4.14,7.4,237.46,185000.0,184817.46927335512,77907.85816558577,77830.99017660032,74899.88733369061,0,0.9616724738675958,0.9281234925229137,1.044995599737721,1.0215081104460024
2014-08-16,4.12,7.4,237.46,188000.0,184817.46927335512,79171.22883854122,77830.99017660032,75954.81532430596,0,0.9582252437606227,0.9301426154218033,1.0610821109696609,1.0206174613571068
2014-08-23,4.1,7.4,237.46,185000.0,184817.46927335512,77907.85816558577,77830.99017660032,75954.81532430596,0,0.9548548907201717,0.9321705426356589,1.044163717203629,1.0197283640224406
2014-08-30,4.1,7.4,237.46,187500.0,184817.46927335512,78960.66705971531,77830.99017660032,77993.83708920982,0,0.9569120287253141,0.934207331876669,1.057755724552795,1.018840814390163
2014-09-06,4.1,7.4,237.477,181111.0,185444.74738222317,76264.64878704042,78089.56125528921,76189.83119719621,0,0.9586761994694005,0.9362530413625304,1.021860425597928,1.0212702513469392
2014-09-13,4.12,7.4,237.477,180000.0,185444.74738222317,75796.81400725123,78089.56125528921,77459.66171714949,1,0.9653059385419482,0.9383077298219946,1.0151418430937855,1.0204326099845027
2014-09-20,4.23,7.4,237.477,180000.0,185444.74738222317,75796.81400725123,78089.56125528921,74761.3388030518,0,0.9925992779783395,0.9403714565004888,1.0144684630920162,1.0195963415555045
2014-09-27,4.2,7.4,237.477,178500.0,185444.74738222317,75165.17389052414,78089.56125528921,76465.30094101309,1,0.9868956168097605,0.9424442811658096,1.0059431903757985,1.0187614426872562
2014-10-04,4.19,7.0,237.43,182000.0,185858.38394663052,76654.17175588594,78279.23343580445,74974.33407029696,0,0.9851245648143963,0.8943488943488944,1.025303257032629,1.0203518461171794
2014-10-11,4.12,7.0,237.43,176000.0,185858.38394663052,74127.11114854904,78279.23343580445,72418.39086335502,0,0.9691048084317185,0.8969935929029079,0.9916972326111396,1.0195950028703265
2014-10-18,3.97,7.0,237.43,180000.0,185858.38394663052,75811.81822010697,78279.23343580445,73270.37193233566,0,0.9349214256600699,0.8996539792387545,1.0134381366251135,1.0188392815641762
2014-10-25,3.92,7.0,237.43,175000.0,185858.38394663052,73705.93438065956,78279.23343580445,72192.80876341664,0,0.9246541165797234,0.90233019335647,0.985587655095369,1.0180846797058374
2014-11-01,3.98,7.0,237.43,180000.0,186398.3936344816,75811.81822010697,78506.67297076258,73934.9542368128,0,0.9394462097140264,0.905022376926902,1.0129504008327297,1.0202290474183962
2014-11-08,4.02,7.0,236.983,177500.0,186398.3936344816,74899.88733369061,78654.75314030188,74359.86776690943,0,0.9492325855962218,0.9077306733167082,1.0004337546402882,1.021412848471593
2014-11-15,4.01,7.0,236.983,180000.0,186398.3936344816,75954.81532430596,78654.75314030188,77508.47702492542,1,0.9475166992320625,0.9104552276138069,1.0132113834945833,1.0206378313928068
2014-11-22,3.99,7.0,236.983,180000.0,186398.3936344816,75954.81532430596,78654.75314030188,77764.2641624572,1,0.9443357152610259,0.9131961866532866,1.0123644648247005,1.0198639895411834
2014-12-06,3.89,7.0,236.252,184262.0,187058.83082928555,77993.83708920982,79177.67080460083,77026.05349696579,0,0.9220530586197466,0.9159536990437847,1.0381112934809689,1.0257328647919708
2014-12-13,3.93,7.0,236.252,180000.0,187058.83082928555,76189.83119719621,79177.67080460083,78121.08010984169,1,0.9337902673063744,0.9187279151943464,1.0136760650693686,1.024873432748825
2014-12-20,3.8,7.0,236.252,183000.0,187058.83082928555,77459.66171714949,79177.67080460083,78397.8031664237,1,0.9054667094349997,0.9215189873417722,1.0294330874854065,1.0240154396867414
2015-01-03,3.87,7.1,234.747,175500.0,187871.9795634345,74761.3388030518,80031.68498998262,80653.79177214653,1,0.9246886918163856,0.9372937293729371,0.9932936383339231,1.0339752849517554
2015-01-10,3.73,7.1,234.747,179500.0,187871.9795634345,76465.30094101309,80031.68498998262,78316.1602221639,1,0.8943194393212838,0.939918533604888,1.0146098281459635,1.032892323474128
2015-01-17,3.66,7.1,234.747,176000.0,187871.9795634345,74974.33407029696,80031.68498998262,80432.8132011413,1,0.8810703208184807,0.9427987742594482,0.9938126178095366,1.0318531332742167
2015-01-24,3.63,7.1,234.747,170000.0,187871.9795634345,72418.39086335502,80031.68498998262,79162.82141375485,1,0.877422953562962,0.9456967213114753,0.959683963341236,1.0308160320255702
2015-01-31,3.66,7.1,234.747,172000.0,187871.9795634345,73270.37193233566,80031.68498998262,82549.4661801187,1,0.8877693814721522,0.948612538540596,0.9701971210383722,1.0297810134357854
2015-02-07,3.59,7.1,235.342,169900.0,188681.36268027584,72192.80876341664,80173.26387991766,81223.2859776963,1,0.8740518775166215,0.9515463917525773,0.954703236977048,1.0305318965986328
2015-02-14,3.69,7.1,235.342,174000.0,188681.36268027584,73934.9542368128,80173.26387991766,83122.01214340868,1,0.9010565860530642,0.9544984488107549,0.9767959942224993,1.0295570278820665
2015-02-21,3.76,7.1,235.342,175000.0,188681.36268027584,74359.86776690943,80173.26387991766,83332.98171737672,1,0.920180722891566,0.9574688796680497,0.9806483388990084,1.028562699516752
2015-02-28,3.8,7.1,235.342,182410.0,188681.36268027584,77508.47702492542,80173.26387991766,85231.7078830891,1,0.9320754716981132,0.9604578563995837,1.020351516193949,1.0275702899086006
2015-03-07,3.75,7.1,235.976,183505.0,189503.6997597832,77764.2641624572,80306.34461122453,84996.4444556651,1,0.9223346892441585,0.9634655532359081,1.0213946547697443,1.0282501321413149
2015-03-14,3.86,7.1,235.976,181763.0,189503.6997597832,77026.05349696579,80306.34461122453,84575.6699781618,1,0.9516855530795125,0.9664921465968587,1.0104490227546792,1.0273202917740678
2015-03-21,3.78,7.1,235.976,184347.0,189503.6997597832,78121.08010984169,80306.34461122453,86469.15512692662,1,0.934176132313103,0.9695378151260503,1.0232294284941261,1.0263527366879426
2015-03-28,3.69,7.1,235.976,185000.0,189503.6997597832,78397.8031664237,80306.34461122453,86258.76788817497,1,0.9148905735946216,0.9726027397260275,1.0252083614848537,1.0253870024204674
2015-04-04,3.7,6.8,236.222,190522.0,190402.8591106612,80653.79177214653,80603.35578847914,87802.5828243024,1,0.920089904834776,0.9352023274266067,1.0524262866399883,1.0281369774149562
2015-04-11,3.66,6.8,236.222,185000.0,190402.8591106612,78316.1602221639,80603.35578847914,84021.61035818413,1,0.9133752459567118,0.9389272437599575,1.0205834351131151,1.0270966914787036
2015-04-18,3.67,6.8,236.222,190000.0,190402.8591106612,80432.8132011413,80603.35578847914,86122.15061713873,1,0.919134999759187,0.9406757116254322,1.0464812452948529,1.0261161446113682
2015-04-25,3.65,6.8,236.222,187000.0,190402.8591106612,79162.82141375485,80603.35578847914,82971.34022870682,1,0.9171740601140426,0.9424307036247335,1.0283589284513852,1.0251374681719019
2015-05-02,3.68,6.8,236.222,195000.0,191394.7778839613,82549.4661801187,81023.265353761,85071.88048766143,1,0.9273564332444876,0.944192256341789,1.0703510843934945,1.0293904825283002
2015-05-09,3.8,6.8,237.001,192500.0,191394.7778839613,81223.2859776963,80756.94949977481,83181.74370780522,1,0.9600621902633368,0.9459604066345639,1.0512636566146858,1.0249919357523898
2015-05-16,3.85,6.8,237.001,197000.0,191394.7778839613,83122.01214340868,80756.94949977481,83979.95235954679,1,0.9747784594410361,0.9477351916376305,1.074210046824817,1.0240483430911946
2015-05-23,3.84,6.8,237.001,197500.0,191394.7778839613,83332.98171737672,80756.94949977481,82551.5789827461,0,0.974001268230818,0.9495166487647692,1.0746895862626864,1.0231064861474701
2015-05-30,3.87,6.8,237.001,202000.0,191394.7778839613,85231.7078830891,80756.94949977481,81921.41425768696,0,0.9831932773109244,0.9513048157115953,1.0967732860396426,1.022166360136397
2015-06-06,3.87,6.8,237.657,202000.0,192347.3881009581,84996.4444556651,80934.87172730367,82105.9545764596,0,0.9844919524485104,0.9530997304582209,1.0915941403075675,1.02343362875638
2015-06-13,4.04,6.8,237.657,201000.0,192347.3881009581,84575.6699781618,80934.87172730367,80000.67368988371,0,1.0281407527039592,0.9549014312719416,1.0847907835868649,1.0224507706456132
2015-06-20,4.0,6.8,237.657,205500.0,192347.3881009581,86469.15512692662,80934.87172730367,82105.9545764596,0,1.0186590920221361,0.9567099567099566,1.1068753503081024,1.021537636557581
2015-06-27,4.02,6.8,237.657,205000.0,192347.3881009581,86258.76788817497,80934.87172730367,80000.67368988371,0,1.024655654134601,0.9585253456221199,1.1021656014510655,1.0206261320245071
2015-07-04,4.08,7.3,238.034,209000.0,193331.71330403967,87802.5828243024,81220.20942556091,80973.19261524483,0,1.0404080031384857,1.0295633306211012,1.119769674710902,1.0232405431367082
2015-07-11,4.04,7.3,238.034,200000.0,193331.71330403967,84021.61035818413,81220.20942556091,78196.96886843644,0,1.0307133745461683,1.0301221166892809,1.0706320979900565,1.0222586022612763
2015-07-18,4.09,7.3,238.034,205000.0,193331.71330403967,86122.15061713873,81220.20942556091,79921.59271115075,0,1.0436233377496442,1.0304017372421281,1.0963189593239637,1.0213480016740368
2015-07-25,4.04,7.3,238.034,197500.0,193331.71330403967,82971.34022870682,81220.20942556091,78659.67282623785,0,1.0314218381775333,1.0306815096388813,1.0553334776137135,1.020439021920238
2015-08-01,3.98,7.3,238.034,202500.0,194364.12558004571,85071.88048766143,81653.93413547885,79921.59271115075,0,1.0168525524492704,1.0309614340032591,1.080710243690646,1.0248687641463523
2015-08-08,3.91,7.3,238.033,198000.0,194364.12558004571,83181.74370780522,81654.27717167189,77725.54061264532,0,1.0000491859721607,1.0312415104591144,1.0553359914972613,1.0238554924897143
2015-08-15,3.94,7.3,238.033,199900.0,194364.12558004571,83979.95235954679,81654.27717167189,77725.54061264532,0,1.0086151725495989,1.0315217391304348,1.0645387785493725,1.0229093801401552
2015-08-22,3.93,7.3,238.033,196500.0,194364.12558004571,82551.5789827461,81654.27717167189,79826.23089947356,0,1.0070963926670609,1.0318021201413428,1.045249337980373,1.0219680778640758
2015-08-29,3.84,7.3,238.033,195000.0,194364.12558004571,81921.41425768696,81654.27717167189,82015.13284348568,1,0.9853928148440583,1.0320826536160956,1.0365761837276706,1.0210285064067384
2015-09-05,3.89,7.3,237.498,195000.0,195505.7337528388,82105.9545764596,82318.89689716915,80753.36156897052,0,0.9992590031121868,1.0323633396790861,1.0378510274674377,1.0282294433663928
2015-09-12,3.9,7.3,237.498,190000.0,195505.7337528388,80000.67368988371,82318.89689716915,82015.13284348568,1,1.002818572912031,1.0326441784548421,1.0109838764854926,1.0271221745301178
2015-09-19,3.91,7.3,237.498,195000.0,195505.7337528388,82105.9545764596,82318.89689716915,78650.40944477859,0,1.006335379132845,1.032925170068027,1.036117872237065,1.026080881485387
2015-09-26,3.86,7.3,237.498,190000.0,195505.7337528388,80000.67368988371,82318.89689716915,78650.40944477859,0,0.9947467538903756,1.0332063146434405,1.0085218673732348,1.0250416976212273
2015-10-03,3.85,7.0,237.733,192500.0,196705.534563948,80973.19261524483,82742.20851288967,79528.04941679431,0,0.9940417080436942,0.9918256130790191,1.0195024575759064,1.0291661762109623
2015-10-10,3.76,7.0,237.733,185900.0,196705.534563948,78196.96886843644,82742.20851288967,79906.75441401714,1,0.9729299363057325,0.9929078014184396,0.9838258805203772,1.02802209295949
2015-10-17,3.82,7.0,237.733,190000.0,196705.534563948,79921.59271115075,82742.20851288967,77844.91609580396,0,0.9902786779001945,0.9929078014184396,1.004729740229123,1.0269270376739115
2015-10-24,3.79,7.0,237.733,187000.0,196705.534563948,78659.67282623785,82742.20851288967,77844.91609580396,0,0.9841206431638868,0.9929078014184396,0.9877831880482272,1.025834312824825
2015-10-31,3.76,7.0,237.733,190000.0,196705.534563948,79921.59271115075,82742.20851288967,75841.84447365759,0,0.9773556610847287,0.9929078014184396,1.0026348766472462,1.024743910980878
2015-11-07,3.87,7.0,238.017,185000.0,197783.21391845867,77725.54061264532,83096.25527523608,75841.84447365759,0,1.0062,0.9929078014184396,0.9741402244137982,1.0279493719534922
2015-11-14,3.98,7.0,238.017,185000.0,197783.21391845867,77725.54061264532,83096.25527523608,76976.94407928,0,1.0348,0.9929078014184396,0.9736911125514363,1.0268282369955268
2015-11-21,3.97,7.0,238.017,190000.0,197783.21391845867,79826.23089947356,83096.25527523608,77948.56237570364,0,1.0324581145286322,0.9929078014184396,0.9988216835265605,1.0257456007947834
2015-12-05,3.93,7.0,237.761,195000.0,198855.5842689944,82015.13284348568,83636.75466918225,79805.10752688172,0,1.0224646019912944,0.9929078014184396,1.0247159083884572,1.0311980072979052
2015-12-12,3.95,7.0,237.761,192000.0,198855.5842689944,80753.36156897052,83636.75466918225,79763.10483870967,0,1.027873692638743,0.9929078014184396,1.0077891034904325,1.0299813318098623
2015-12-19,3.97,7.0,237.761,195000.0,198855.5842689944,82015.13284348568,83636.75466918225,80225.13440860216,0,1.0326646991146013,0.9929078014184396,1.0225489475965692,1.0288947924917224
2015-12-26,3.96,7.0,237.761,187000.0,198855.5842689944,78650.40944477859,83636.75466918225,80435.14784946236,1,1.0299089726918076,0.9929078014184396,0.9800200470729319,1.0278105431638402
2016-01-02,4.01,7.0,237.761,187000.0,200011.27167058768,78650.40944477859,84122.82572439875,82745.29569892472,1,1.0418186360229826,0.9929078014184396,0.9797404958163647,1.0325771179902656
2016-01-09,3.97,7.0,237.652,189000.0,200011.27167058768,79528.04941679431,84161.40898060512,81592.68929503916,1,1.0309113607990013,0.9931787175989085,0.9895432187867311,1.0320446512797987
2016-01-16,3.92,7.0,237.652,189900.0,200011.27167058768,79906.75441401714,84161.40898060512,83684.80953337351,1,1.0169626820993813,0.9934497816593887,0.9934372537569987,1.0310405467702914
2016-01-23,3.81,7.0,237.652,185000.0,200011.27167058768,77844.91609580396,84161.40898060512,82429.5373903729,1,0.9876863253402463,0.9937209937209937,0.9671397757617464,1.0300383942032467
2016-01-30,3.79,7.0,237.652,185000.0,200011.27167058768,77844.91609580396,84161.40898060512,84730.86965254067,1,0.9817185554171856,0.99399235390497,0.9658874883537852,1.0290381878924337
2016-02-06,3.72,7.0,237.336,180000.0,201161.56038433703,75841.84447365759,84758.13209303984,83980.01310752764,1,0.9632986405059509,0.9942638623326959,0.9404566401585706,1.0351838483850475
2016-02-13,3.65,7.0,237.336,180000.0,201161.56038433703,75841.84447365759,84758.13209303984,84300.18742929658,1,0.9448897296759098,0.994535519125683,0.9396389934525463,1.0340702984742962
2016-02-20,3.65,7.0,237.336,182694.0,201161.56038433703,76976.94407928,84758.13209303984,86409.49753085905,1,0.9450779266045908,0.9948073244055754,0.9530115327836653,1.032959141686225
2016-02-27,3.62,7.0,237.336,185000.0,201161.56038433703,77948.56237570364,84758.13209303984,87244.37190313789,1,0.9379640241167971,0.9950792782941498,0.9642167892004916,1.0318503703145494
2016-03-05,3.64,7.0,238.08,190000.0,202017.45992760887,79805.10752688172,84852.7637464755,89500.54532890409,1,0.9438986685283998,0.995351380913317,0.9866430558762814,1.0318719561586593
2016-03-12,3.68,7.0,238.08,189900.0,202017.45992760887,79763.10483870967,84852.7637464755,87419.13729799935,1,0.9546044098573282,0.9956236323851202,0.985655356670817,1.0307760074084493
2016-03-19,3.73,7.0,238.08,191000.0,202017.45992760887,80225.13440860216,84852.7637464755,89500.54532890409,1,0.9682024659312136,0.9958960328317373,0.990611694805933,1.0296823841974116
2016-03-26,3.71,7.0,238.08,191500.0,202017.45992760887,80435.14784946236,84852.7637464755,89500.54532890409,1,0.9633476480575253,0.9961685823754789,0.9926594552478957,1.0285910791314032
2016-04-02,3.71,7.0,238.08,197000.0,202800.01976743527,82745.29569892472,85181.45991575743,91165.6717536279,1,0.963251447972838,0.9964412811387899,1.0201167139890739,1.0314033969427296
2016-04-09,3.59,6.7,238.992,195000.0,202800.01976743527,81592.68929503916,84856.405138011,88023.3734969867,1,0.9326072838087625,0.9539978094194962,1.0056830635129617,1.0264510067276076
2016-04-16,3.58,6.7,238.992,200000.0,202800.01976743527,83684.80953337351,84856.405138011,89545.64953915228,1,0.930381328402219,0.954259107093947,1.0301588899191736,1.0254364894643533
2016-04-23,3.59,6.7,238.992,197000.0,202800.01976743527,82429.5373903729,84856.405138011,87463.19257312547,1,0.9333533323333834,0.9545205479452057,1.0142270960863258,1.024423975665456
2016-04-30,3.66,6.7,238.992,202500.0,202800.01976743527,84730.86965254067,84856.405138011,88296.1753595362,1,0.9515048495150487,0.9547821320909838,1.0411713334494732,1.02341345940212
2016-05-07,3.61,6.7,239.557,201180.0,203586.3983174349,83980.01310752764,84984.5332498883,87301.75227088487,1,0.9388347086771692,0.9550438596491229,1.0315960925947392,1.0240179361929007
2016-05-14,3.57,6.7,239.557,201947.0,203586.3983174349,84300.18742929658,84984.5332498883,87301.75227088487,1,0.9295013018225515,0.9553057307375926,1.0347769328815164,1.023015772013279
2016-05-21,3.58,6.7,239.557,207000.0,203586.3983174349,86409.49753085905,84984.5332498883,87301.75227088487,1,0.9333667585861118,0.9555677454744927,1.0598460448558151,1.0220155674694587
2016-05-28,3.64,6.7,239.557,209000.0,203586.3983174349,87244.37190313789,84984.5332498883,86470.30701116216,0,0.9499623588456713,0.9558299039780523,1.069099761696095,1.0210173168192345
2016-06-04,3.66,6.7,240.222,215000.0,204544.2811546749,89500.54532890409,85148.02189419574,87073.34063090855,0,0.9561897106109326,0.95609220636663,1.095644906657806,1.0219447116563887
2016-06-11,3.6,6.7,240.222,210000.0,204544.2811546749,87419.13729799935,85148.02189419574,85000.16585398217,0,0.9417920209287116,0.9563546527587153,1.0695547752009125,1.0209519117689643
2016-06-18,3.54,6.7,240.222,215000.0,204544.2811546749,89500.54532890409,85148.02189419574,85414.80080936743,0,0.9284309275230745,0.956617243272927,1.0937529827083767,1.0199610389818863
2016-06-25,3.56,6.7,240.222,215000.0,204544.2811546749,89500.54532890409,85148.02189419574,83756.26098782632,0,0.9357529191730273,0.9568799780280144,1.0929743331688044,1.0189720876896222
2016-07-02,3.48,6.7,240.222,219000.0,205273.2601962411,91165.6717536279,85451.48246049117,85000.16585398217,0,0.9172284454356532,0.9571428571428572,1.1120272826848767,1.021541795056426
2016-07-09,3.41,6.8,240.101,211345.0,205273.2601962411,88023.3734969867,85494.54612693872,83560.5048378223,0,0.9018411148408096,0.9727647867950482,1.0736423218070041,1.021053260658579
2016-07-16,3.42,6.8,240.101,215000.0,205273.2601962411,89545.64953915228,85494.54612693872,84015.53728990945,0,0.9073469387755102,0.9741046831955923,1.0907965105257833,1.0200518836087584
2016-07-23,3.45,6.8,240.101,210000.0,205273.2601962411,87463.19257312547,85494.54612693872,83312.30531850203,0,0.9183046683046683,0.975448275862069,1.0650945494335087,1.0190524687945348
2016-07-30,3.48,6.8,240.101,212000.0,205273.2601962411,88296.1753595362,85494.54612693872,84801.50243442362,0,0.9289527720739221,0.9767955801104972,1.073899157250125,1.0180550104539425
2016-08-06,3.43,6.8,240.545,210000.0,205958.63338705903,87301.75227088487,85621.66471431917,83048.92862750283,0,0.9181981981981983,0.978146611341632,1.0612510227873375,1.0186431807895298
2016-08-13,3.45,6.8,240.545,210000.0,205958.63338705903,87301.75227088487,85621.66471431917,83875.28612628394,0,0.9257443624542031,0.9795013850415512,1.0602298717746634,1.0177194025012266
2016-08-20,3.43,6.8,240.545,210000.0,205958.63338705903,87301.75227088487,85621.66471431917,84701.64362506507,0,0.9228062913907286,0.9808599167822469,1.0594079879292182,1.0167972981909168
2016-08-27,3.43,6.8,240.545,208000.0,205958.63338705903,86470.30701116216,85621.66471431917,84900.48920815869,0,0.9251997095134351,0.9822222222222221,1.0483596667664825,1.0158768633125972
2016-09-03,3.46,6.8,241.176,210000.0,206710.36186517568,87073.34063090855,85709.34166964196,83251.93601965076,0,0.9351351351351351,0.9835883171070932,1.0544042684525368,1.0159771085327731
2016-09-10,3.44,6.8,241.176,205000.0,206710.36186517568,85000.16585398217,85709.34166964196,86054.47644011425,1,0.931909351393592,0.984958217270195,1.0286061420337207,1.0151924919340656
2016-09-17,3.5,6.8,241.176,206000.0,206710.36186517568,85414.80080936743,85709.34166964196,82221.5902768333,0,0.9501435656486557,0.9863319386331938,1.0323230541418977,1.0144090862841812
2016-09-24,3.48,6.8,241.176,202000.0,206710.36186517568,83756.26098782632,85709.34166964196,82386.44559568408,0,0.9468396818752616,0.9877094972067039,1.0118898165178472,1.0136268887818791
2016-10-01,3.42,6.8,241.176,205000.0,207657.58990687263,85000.16585398217,86102.09552645066,82916.69745256919,0,0.9326620516047829,0.989090909090909,1.025726448943626,1.0173963465573381
2016-10-08,3.42,6.9,241.741,202000.0,207657.58990687263,83560.5048378223,85900.8566634839,82095.7400520487,0,0.9347700394218134,1.003917179630666,1.0077484853937406,1.0142904665392765
2016-10-15,3.47,6.9,241.741,203100.0,207657.58990687263,84015.53728990945,85900.8566634839,82095.7400520487,0,0.9498841861444515,1.0041981528127624,1.011870733375786,1.0135635011754156
2016-10-22,3.52,6.9,241.741,201400.0,207657.58990687263,83312.30531850203,85900.8566634839,80043.34655074748,0,0.9650954339344089,1.0044792833146698,1.002613727059545,1.0128375771308933
